,DATA_NOTIFICACAO,Date,FAIXA_ETARIA,count
1160,12/12/2020,2020-12-12,70 A 79 ANOS,86
1163,12/12/2020,2020-12-12,<1ANO,2
1159,12/12/2020,2020-12-12,60 A 69 ANOS,184
1255,13/12/2020,2020-12-13,10 A 19 ANOS,87
1263,13/12/2020,2020-12-13,90 OU MAIS,9
1258,13/12/2020,2020-12-13,40 A 49 ANOS,298
1259,13/12/2020,2020-12-13,50 A 59 ANOS,220
1264,13/12/2020,2020-12-13,<1ANO,3
1262,13/12/2020,2020-12-13,80 A 89 ANOS,37
1261,13/12/2020,2020-12-13,70 A 79 ANOS,68
1260,13/12/2020,2020-12-13,60 A 69 ANOS,131
1257,13/12/2020,2020-12-13,30 A 39 ANOS,365
1254,13/12/2020,2020-12-13,1 A 9 ANOS,21
1256,13/12/2020,2020-12-13,20 A 29 ANOS,287
1364,14/12/2020,2020-12-14,90 OU MAIS,17
1355,14/12/2020,2020-12-14,1 A 9 ANOS,40
1356,14/12/2020,2020-12-14,10 A 19 ANOS,129
1357,14/12/2020,2020-12-14,20 A 29 ANOS,487
1358,14/12/2020,2020-12-14,30 A 39 ANOS,622
1359,14/12/2020,2020-12-14,40 A 49 ANOS,539
1360,14/12/2020,2020-12-14,50 A 59 ANOS,395
1361,14/12/2020,2020-12-14,60 A 69 ANOS,258
1362,14/12/2020,2020-12-14,70 A 79 ANOS,152
1363,14/12/2020,2020-12-14,80 A 89 ANOS,70
1365,14/12/2020,2020-12-14,<1ANO,10
1463,15/12/2020,2020-12-15,<1ANO,12
1462,15/12/2020,2020-12-15,90 OU MAIS,12
1461,15/12/2020,2020-12-15,80 A 89 ANOS,76
1460,15/12/2020,2020-12-15,70 A 79 ANOS,173
1459,15/12/2020,2020-12-15,60 A 69 ANOS,296
1458,15/12/2020,2020-12-15,50 A 59 ANOS,485
1456,15/12/2020,2020-12-15,30 A 39 ANOS,821
1455,15/12/2020,2020-12-15,20 A 29 ANOS,603
1454,15/12/2020,2020-12-15,10 A 19 ANOS,178
1453,15/12/2020,2020-12-15,1 A 9 ANOS,59
1457,15/12/2020,2020-12-15,40 A 49 ANOS,616
1554,16/12/2020,2020-12-16,1 A 9 ANOS,60
1560,16/12/2020,2020-12-16,60 A 69 ANOS,244
1559,16/12/2020,2020-12-16,50 A 59 ANOS,368
1558,16/12/2020,2020-12-16,40 A 49 ANOS,528
1557,16/12/2020,2020-12-16,30 A 39 ANOS,784
1556,16/12/2020,2020-12-16,20 A 29 ANOS,581
1561,16/12/2020,2020-12-16,70 A 79 ANOS,138
1562,16/12/2020,2020-12-16,80 A 89 ANOS,64
1555,16/12/2020,2020-12-16,10 A 19 ANOS,141
1564,16/12/2020,2020-12-16,<1ANO,6
1563,16/12/2020,2020-12-16,90 OU MAIS,20
1665,17/12/2020,2020-12-17,90 OU MAIS,25
1664,17/12/2020,2020-12-17,80 A 89 ANOS,98
1663,17/12/2020,2020-12-17,70 A 79 ANOS,197
1662,17/12/2020,2020-12-17,60 A 69 ANOS,345
1661,17/12/2020,2020-12-17,50 A 59 ANOS,495
1660,17/12/2020,2020-12-17,40 A 49 ANOS,654
1659,17/12/2020,2020-12-17,30 A 39 ANOS,759
1658,17/12/2020,2020-12-17,20 A 29 ANOS,671
1657,17/12/2020,2020-12-17,10 A 19 ANOS,173
1656,17/12/2020,2020-12-17,1 A 9 ANOS,61
1666,17/12/2020,2020-12-17,<1ANO,8
1770,18/12/2020,2020-12-18,<1ANO,4
1769,18/12/2020,2020-12-18,90 OU MAIS,17
1768,18/12/2020,2020-12-18,80 A 89 ANOS,119
1767,18/12/2020,2020-12-18,70 A 79 ANOS,188
1764,18/12/2020,2020-12-18,40 A 49 ANOS,643
1765,18/12/2020,2020-12-18,50 A 59 ANOS,461
1763,18/12/2020,2020-12-18,30 A 39 ANOS,850
1762,18/12/2020,2020-12-18,20 A 29 ANOS,671
1761,18/12/2020,2020-12-18,10 A 19 ANOS,188
1760,18/12/2020,2020-12-18,1 A 9 ANOS,58
1766,18/12/2020,2020-12-18,60 A 69 ANOS,343
1867,19/12/2020,2020-12-19,50 A 59 ANOS,310
1862,19/12/2020,2020-12-19,1 A 9 ANOS,43
1863,19/12/2020,2020-12-19,10 A 19 ANOS,121
1864,19/12/2020,2020-12-19,20 A 29 ANOS,475
1865,19/12/2020,2020-12-19,30 A 39 ANOS,544
1866,19/12/2020,2020-12-19,40 A 49 ANOS,458
1869,19/12/2020,2020-12-19,70 A 79 ANOS,104
1868,19/12/2020,2020-12-19,60 A 69 ANOS,185
1871,19/12/2020,2020-12-19,90 OU MAIS,17
1870,19/12/2020,2020-12-19,80 A 89 ANOS,58
1966,20/12/2020,2020-12-20,20 A 29 ANOS,116
1967,20/12/2020,2020-12-20,30 A 39 ANOS,98
1968,20/12/2020,2020-12-20,40 A 49 ANOS,98
1969,20/12/2020,2020-12-20,50 A 59 ANOS,91
1970,20/12/2020,2020-12-20,60 A 69 ANOS,61
1971,20/12/2020,2020-12-20,70 A 79 ANOS,33
1972,20/12/2020,2020-12-20,80 A 89 ANOS,19
1973,20/12/2020,2020-12-20,90 OU MAIS,7
1965,20/12/2020,2020-12-20,10 A 19 ANOS,31
1964,20/12/2020,2020-12-20,1 A 9 ANOS,5
2067,21/12/2020,2020-12-21,10 A 19 ANOS,112
2066,21/12/2020,2020-12-21,1 A 9 ANOS,19
2068,21/12/2020,2020-12-21,20 A 29 ANOS,340
2069,21/12/2020,2020-12-21,30 A 39 ANOS,399
2070,21/12/2020,2020-12-21,40 A 49 ANOS,335
2071,21/12/2020,2020-12-21,50 A 59 ANOS,280
2073,21/12/2020,2020-12-21,70 A 79 ANOS,101
2074,21/12/2020,2020-12-21,80 A 89 ANOS,50
2075,21/12/2020,2020-12-21,90 OU MAIS,10
2076,21/12/2020,2020-12-21,<1ANO,6
2072,21/12/2020,2020-12-21,60 A 69 ANOS,184
2177,22/12/2020,2020-12-22,<1ANO,3
2169,22/12/2020,2020-12-22,20 A 29 ANOS,428
2176,22/12/2020,2020-12-22,90 OU MAIS,12
2170,22/12/2020,2020-12-22,30 A 39 ANOS,473
2171,22/12/2020,2020-12-22,40 A 49 ANOS,381
2172,22/12/2020,2020-12-22,50 A 59 ANOS,295
2173,22/12/2020,2020-12-22,60 A 69 ANOS,195
2174,22/12/2020,2020-12-22,70 A 79 ANOS,113
2175,22/12/2020,2020-12-22,80 A 89 ANOS,54
2167,22/12/2020,2020-12-22,1 A 9 ANOS,34
2168,22/12/2020,2020-12-22,10 A 19 ANOS,120
2272,23/12/2020,2020-12-23,1 A 9 ANOS,2
2280,23/12/2020,2020-12-23,80 A 89 ANOS,8
2273,23/12/2020,2020-12-23,10 A 19 ANOS,9
2274,23/12/2020,2020-12-23,20 A 29 ANOS,34
2275,23/12/2020,2020-12-23,30 A 39 ANOS,44
2276,23/12/2020,2020-12-23,40 A 49 ANOS,36
2277,23/12/2020,2020-12-23,50 A 59 ANOS,29
2278,23/12/2020,2020-12-23,60 A 69 ANOS,20
2279,23/12/2020,2020-12-23,70 A 79 ANOS,12
2281,23/12/2020,2020-12-23,90 OU MAIS,2
2282,23/12/2020,2020-12-23,<1ANO,4
2377,24/12/2020,2020-12-24,20 A 29 ANOS,15
2378,24/12/2020,2020-12-24,30 A 39 ANOS,16
2379,24/12/2020,2020-12-24,40 A 49 ANOS,13
2380,24/12/2020,2020-12-24,50 A 59 ANOS,15
2376,24/12/2020,2020-12-24,10 A 19 ANOS,6
2383,24/12/2020,2020-12-24,80 A 89 ANOS,1
2375,24/12/2020,2020-12-24,1 A 9 ANOS,2
2382,24/12/2020,2020-12-24,70 A 79 ANOS,3
2381,24/12/2020,2020-12-24,60 A 69 ANOS,15
2384,24/12/2020,2020-12-24,<1ANO,1
2484,25/12/2020,2020-12-25,80 A 89 ANOS,1
2483,25/12/2020,2020-12-25,70 A 79 ANOS,3
2482,25/12/2020,2020-12-25,60 A 69 ANOS,1
2480,25/12/2020,2020-12-25,30 A 39 ANOS,3
2481,25/12/2020,2020-12-25,40 A 49 ANOS,3
2478,25/12/2020,2020-12-25,10 A 19 ANOS,1
2479,25/12/2020,2020-12-25,20 A 29 ANOS,3
2577,26/12/2020,2020-12-26,1 A 9 ANOS,1
2579,26/12/2020,2020-12-26,20 A 29 ANOS,3
2580,26/12/2020,2020-12-26,30 A 39 ANOS,4
2581,26/12/2020,2020-12-26,40 A 49 ANOS,5
2578,26/12/2020,2020-12-26,10 A 19 ANOS,3
2583,26/12/2020,2020-12-26,60 A 69 ANOS,5
2584,26/12/2020,2020-12-26,70 A 79 ANOS,2
2585,26/12/2020,2020-12-26,80 A 89 ANOS,3
2582,26/12/2020,2020-12-26,50 A 59 ANOS,3
2683,27/12/2020,2020-12-27,30 A 39 ANOS,3
2684,27/12/2020,2020-12-27,50 A 59 ANOS,2
2685,27/12/2020,2020-12-27,60 A 69 ANOS,2
2686,27/12/2020,2020-12-27,70 A 79 ANOS,1
2687,27/12/2020,2020-12-27,80 A 89 ANOS,4
2682,27/12/2020,2020-12-27,20 A 29 ANOS,2
2784,28/12/2020,2020-12-28,70 A 79 ANOS,1
