,DATA_NOTIFICACAO,Date,FAIXA_ETARIA,count
1814,19/07/2020,2020-07-19,70 A 79 ANOS,41
1807,19/07/2020,2020-07-19,1 A 9 ANOS,6
1808,19/07/2020,2020-07-19,10 A 19 ANOS,10
1812,19/07/2020,2020-07-19,50 A 59 ANOS,85
1810,19/07/2020,2020-07-19,30 A 39 ANOS,137
1813,19/07/2020,2020-07-19,60 A 69 ANOS,71
1809,19/07/2020,2020-07-19,20 A 29 ANOS,96
1916,20/07/2020,2020-07-20,70 A 79 ANOS,123
1915,20/07/2020,2020-07-20,60 A 69 ANOS,214
1914,20/07/2020,2020-07-20,50 A 59 ANOS,332
1919,20/07/2020,2020-07-20,<1ANO,7
1917,20/07/2020,2020-07-20,80 A 89 ANOS,73
1913,20/07/2020,2020-07-20,40 A 49 ANOS,502
1911,20/07/2020,2020-07-20,20 A 29 ANOS,443
1910,20/07/2020,2020-07-20,10 A 19 ANOS,96
1909,20/07/2020,2020-07-20,1 A 9 ANOS,73
1912,20/07/2020,2020-07-20,30 A 39 ANOS,598
1918,20/07/2020,2020-07-20,90 OU MAIS,15
2020,21/07/2020,2020-07-21,90 OU MAIS,13
2015,21/07/2020,2020-07-21,40 A 49 ANOS,502
2021,21/07/2020,2020-07-21,<1ANO,16
2014,21/07/2020,2020-07-21,30 A 39 ANOS,639
2016,21/07/2020,2020-07-21,50 A 59 ANOS,344
2017,21/07/2020,2020-07-21,60 A 69 ANOS,212
2018,21/07/2020,2020-07-21,70 A 79 ANOS,111
2019,21/07/2020,2020-07-21,80 A 89 ANOS,62
2012,21/07/2020,2020-07-21,10 A 19 ANOS,129
2013,21/07/2020,2020-07-21,20 A 29 ANOS,509
2011,21/07/2020,2020-07-21,1 A 9 ANOS,707
2116,22/07/2020,2020-07-22,40 A 49 ANOS,534
2118,22/07/2020,2020-07-22,60 A 69 ANOS,254
2117,22/07/2020,2020-07-22,50 A 59 ANOS,431
2115,22/07/2020,2020-07-22,30 A 39 ANOS,746
2114,22/07/2020,2020-07-22,20 A 29 ANOS,544
2122,22/07/2020,2020-07-22,<1ANO,19
2112,22/07/2020,2020-07-22,1 A 9 ANOS,81
2119,22/07/2020,2020-07-22,70 A 79 ANOS,117
2120,22/07/2020,2020-07-22,80 A 89 ANOS,70
2121,22/07/2020,2020-07-22,90 OU MAIS,10
2113,22/07/2020,2020-07-22,10 A 19 ANOS,126
2223,23/07/2020,2020-07-23,60 A 69 ANOS,261
2222,23/07/2020,2020-07-23,50 A 59 ANOS,336
2224,23/07/2020,2020-07-23,70 A 79 ANOS,120
2225,23/07/2020,2020-07-23,80 A 89 ANOS,60
2226,23/07/2020,2020-07-23,90 OU MAIS,27
2220,23/07/2020,2020-07-23,30 A 39 ANOS,581
2221,23/07/2020,2020-07-23,40 A 49 ANOS,525
2219,23/07/2020,2020-07-23,20 A 29 ANOS,468
2218,23/07/2020,2020-07-23,10 A 19 ANOS,105
2227,23/07/2020,2020-07-23,<1ANO,8
2217,23/07/2020,2020-07-23,1 A 9 ANOS,95
2329,24/07/2020,2020-07-24,90 OU MAIS,33
2330,24/07/2020,2020-07-24,<1ANO,8
2323,24/07/2020,2020-07-24,30 A 39 ANOS,709
2328,24/07/2020,2020-07-24,80 A 89 ANOS,78
2320,24/07/2020,2020-07-24,1 A 9 ANOS,83
2322,24/07/2020,2020-07-24,20 A 29 ANOS,517
2324,24/07/2020,2020-07-24,40 A 49 ANOS,597
2321,24/07/2020,2020-07-24,10 A 19 ANOS,119
2326,24/07/2020,2020-07-24,60 A 69 ANOS,251
2327,24/07/2020,2020-07-24,70 A 79 ANOS,149
2325,24/07/2020,2020-07-24,50 A 59 ANOS,423
2424,25/07/2020,2020-07-25,1 A 9 ANOS,34
2426,25/07/2020,2020-07-25,20 A 29 ANOS,267
2427,25/07/2020,2020-07-25,30 A 39 ANOS,395
2428,25/07/2020,2020-07-25,40 A 49 ANOS,345
2425,25/07/2020,2020-07-25,10 A 19 ANOS,49
2429,25/07/2020,2020-07-25,50 A 59 ANOS,210
2434,25/07/2020,2020-07-25,<1ANO,3
2433,25/07/2020,2020-07-25,90 OU MAIS,19
2432,25/07/2020,2020-07-25,80 A 89 ANOS,66
2431,25/07/2020,2020-07-25,70 A 79 ANOS,103
2430,25/07/2020,2020-07-25,60 A 69 ANOS,174
2532,26/07/2020,2020-07-26,<1ANO,1
2531,26/07/2020,2020-07-26,90 OU MAIS,7
2524,26/07/2020,2020-07-26,20 A 29 ANOS,177
2523,26/07/2020,2020-07-26,10 A 19 ANOS,36
2530,26/07/2020,2020-07-26,80 A 89 ANOS,54
2529,26/07/2020,2020-07-26,70 A 79 ANOS,76
2528,26/07/2020,2020-07-26,60 A 69 ANOS,101
2527,26/07/2020,2020-07-26,50 A 59 ANOS,164
2526,26/07/2020,2020-07-26,40 A 49 ANOS,193
2525,26/07/2020,2020-07-26,30 A 39 ANOS,264
2522,26/07/2020,2020-07-26,1 A 9 ANOS,34
2637,27/07/2020,2020-07-27,<1ANO,19
2636,27/07/2020,2020-07-27,90 OU MAIS,20
2635,27/07/2020,2020-07-27,80 A 89 ANOS,74
2634,27/07/2020,2020-07-27,70 A 79 ANOS,138
2633,27/07/2020,2020-07-27,60 A 69 ANOS,245
2631,27/07/2020,2020-07-27,40 A 49 ANOS,625
2632,27/07/2020,2020-07-27,50 A 59 ANOS,450
2629,27/07/2020,2020-07-27,20 A 29 ANOS,518
2628,27/07/2020,2020-07-27,10 A 19 ANOS,129
2627,27/07/2020,2020-07-27,1 A 9 ANOS,74
2630,27/07/2020,2020-07-27,30 A 39 ANOS,742
2731,28/07/2020,2020-07-28,20 A 29 ANOS,581
2734,28/07/2020,2020-07-28,50 A 59 ANOS,474
2729,28/07/2020,2020-07-28,1 A 9 ANOS,83
2733,28/07/2020,2020-07-28,40 A 49 ANOS,639
2732,28/07/2020,2020-07-28,30 A 39 ANOS,759
2735,28/07/2020,2020-07-28,60 A 69 ANOS,262
2730,28/07/2020,2020-07-28,10 A 19 ANOS,133
2737,28/07/2020,2020-07-28,80 A 89 ANOS,84
2738,28/07/2020,2020-07-28,90 OU MAIS,20
2739,28/07/2020,2020-07-28,<1ANO,12
2736,28/07/2020,2020-07-28,70 A 79 ANOS,140
2823,29/07/2020,2020-07-29,1 A 9 ANOS,70
2824,29/07/2020,2020-07-29,10 A 19 ANOS,130
2825,29/07/2020,2020-07-29,20 A 29 ANOS,558
2827,29/07/2020,2020-07-29,40 A 49 ANOS,622
2828,29/07/2020,2020-07-29,50 A 59 ANOS,390
2829,29/07/2020,2020-07-29,60 A 69 ANOS,228
2830,29/07/2020,2020-07-29,70 A 79 ANOS,127
2831,29/07/2020,2020-07-29,80 A 89 ANOS,73
2832,29/07/2020,2020-07-29,90 OU MAIS,19
2833,29/07/2020,2020-07-29,<1ANO,7
2826,29/07/2020,2020-07-29,30 A 39 ANOS,748
2926,30/07/2020,2020-07-30,90 OU MAIS,11
2927,30/07/2020,2020-07-30,<1ANO,6
2925,30/07/2020,2020-07-30,80 A 89 ANOS,97
2919,30/07/2020,2020-07-30,20 A 29 ANOS,644
2923,30/07/2020,2020-07-30,60 A 69 ANOS,275
2917,30/07/2020,2020-07-30,1 A 9 ANOS,79
2924,30/07/2020,2020-07-30,70 A 79 ANOS,128
2920,30/07/2020,2020-07-30,30 A 39 ANOS,871
2921,30/07/2020,2020-07-30,40 A 49 ANOS,650
2918,30/07/2020,2020-07-30,10 A 19 ANOS,152
2922,30/07/2020,2020-07-30,50 A 59 ANOS,496
2996,31/07/2020,2020-07-31,50 A 59 ANOS,417
2997,31/07/2020,2020-07-31,60 A 69 ANOS,276
2998,31/07/2020,2020-07-31,70 A 79 ANOS,121
2999,31/07/2020,2020-07-31,80 A 89 ANOS,74
2992,31/07/2020,2020-07-31,10 A 19 ANOS,109
2994,31/07/2020,2020-07-31,30 A 39 ANOS,754
3000,31/07/2020,2020-07-31,90 OU MAIS,9
3001,31/07/2020,2020-07-31,<1ANO,11
2991,31/07/2020,2020-07-31,1 A 9 ANOS,79
2995,31/07/2020,2020-07-31,40 A 49 ANOS,612
2993,31/07/2020,2020-07-31,20 A 29 ANOS,561
679,08/04/2020,2020-08-04,30 A 39 ANOS,22
685,08/04/2020,2020-08-04,<1ANO,1
684,08/04/2020,2020-08-04,80 A 89 ANOS,1
683,08/04/2020,2020-08-04,70 A 79 ANOS,4
682,08/04/2020,2020-08-04,60 A 69 ANOS,7
676,08/04/2020,2020-08-04,1 A 9 ANOS,1
677,08/04/2020,2020-08-04,10 A 19 ANOS,1
678,08/04/2020,2020-08-04,20 A 29 ANOS,10
680,08/04/2020,2020-08-04,40 A 49 ANOS,16
681,08/04/2020,2020-08-04,50 A 59 ANOS,11
693,08/05/2020,2020-08-05,70 A 79 ANOS,10
695,08/05/2020,2020-08-05,90 OU MAIS,1
694,08/05/2020,2020-08-05,80 A 89 ANOS,8
696,08/05/2020,2020-08-05,<1ANO,1
692,08/05/2020,2020-08-05,60 A 69 ANOS,20
691,08/05/2020,2020-08-05,50 A 59 ANOS,44
687,08/05/2020,2020-08-05,10 A 19 ANOS,8
688,08/05/2020,2020-08-05,20 A 29 ANOS,29
689,08/05/2020,2020-08-05,30 A 39 ANOS,54
690,08/05/2020,2020-08-05,40 A 49 ANOS,59
686,08/05/2020,2020-08-05,1 A 9 ANOS,6
704,08/06/2020,2020-08-06,70 A 79 ANOS,46
706,08/06/2020,2020-08-06,90 OU MAIS,5
703,08/06/2020,2020-08-06,60 A 69 ANOS,98
702,08/06/2020,2020-08-06,50 A 59 ANOS,153
701,08/06/2020,2020-08-06,40 A 49 ANOS,298
700,08/06/2020,2020-08-06,30 A 39 ANOS,390
699,08/06/2020,2020-08-06,20 A 29 ANOS,258
707,08/06/2020,2020-08-06,<1ANO,6
698,08/06/2020,2020-08-06,10 A 19 ANOS,40
697,08/06/2020,2020-08-06,1 A 9 ANOS,27
705,08/06/2020,2020-08-06,80 A 89 ANOS,23
709,08/07/2020,2020-08-07,10 A 19 ANOS,127
710,08/07/2020,2020-08-07,20 A 29 ANOS,476
711,08/07/2020,2020-08-07,30 A 39 ANOS,701
712,08/07/2020,2020-08-07,40 A 49 ANOS,577
713,08/07/2020,2020-08-07,50 A 59 ANOS,402
714,08/07/2020,2020-08-07,60 A 69 ANOS,205
715,08/07/2020,2020-08-07,70 A 79 ANOS,106
708,08/07/2020,2020-08-07,1 A 9 ANOS,48
716,08/07/2020,2020-08-07,80 A 89 ANOS,57
718,08/07/2020,2020-08-07,<1ANO,11
717,08/07/2020,2020-08-07,90 OU MAIS,22
719,08/08/2020,2020-08-08,1 A 9 ANOS,42
720,08/08/2020,2020-08-08,10 A 19 ANOS,65
721,08/08/2020,2020-08-08,20 A 29 ANOS,248
722,08/08/2020,2020-08-08,30 A 39 ANOS,374
723,08/08/2020,2020-08-08,40 A 49 ANOS,280
729,08/08/2020,2020-08-08,<1ANO,6
724,08/08/2020,2020-08-08,50 A 59 ANOS,226
725,08/08/2020,2020-08-08,60 A 69 ANOS,142
726,08/08/2020,2020-08-08,70 A 79 ANOS,62
728,08/08/2020,2020-08-08,90 OU MAIS,15
727,08/08/2020,2020-08-08,80 A 89 ANOS,35
738,08/09/2020,2020-08-09,80 A 89 ANOS,61
730,08/09/2020,2020-08-09,1 A 9 ANOS,69
731,08/09/2020,2020-08-09,10 A 19 ANOS,124
732,08/09/2020,2020-08-09,20 A 29 ANOS,481
733,08/09/2020,2020-08-09,30 A 39 ANOS,669
734,08/09/2020,2020-08-09,40 A 49 ANOS,516
735,08/09/2020,2020-08-09,50 A 59 ANOS,360
736,08/09/2020,2020-08-09,60 A 69 ANOS,254
737,08/09/2020,2020-08-09,70 A 79 ANOS,107
739,08/09/2020,2020-08-09,90 OU MAIS,10
740,08/09/2020,2020-08-09,<1ANO,12
742,08/10/2020,2020-08-10,10 A 19 ANOS,95
743,08/10/2020,2020-08-10,20 A 29 ANOS,300
741,08/10/2020,2020-08-10,1 A 9 ANOS,47
745,08/10/2020,2020-08-10,40 A 49 ANOS,344
746,08/10/2020,2020-08-10,50 A 59 ANOS,235
747,08/10/2020,2020-08-10,60 A 69 ANOS,146
748,08/10/2020,2020-08-10,70 A 79 ANOS,85
749,08/10/2020,2020-08-10,80 A 89 ANOS,49
750,08/10/2020,2020-08-10,90 OU MAIS,8
751,08/10/2020,2020-08-10,<1ANO,8
744,08/10/2020,2020-08-10,30 A 39 ANOS,425
762,08/11/2020,2020-08-11,<1ANO,4
761,08/11/2020,2020-08-11,90 OU MAIS,4
760,08/11/2020,2020-08-11,80 A 89 ANOS,10
759,08/11/2020,2020-08-11,70 A 79 ANOS,32
753,08/11/2020,2020-08-11,10 A 19 ANOS,28
756,08/11/2020,2020-08-11,40 A 49 ANOS,99
757,08/11/2020,2020-08-11,50 A 59 ANOS,93
752,08/11/2020,2020-08-11,1 A 9 ANOS,13
758,08/11/2020,2020-08-11,60 A 69 ANOS,50
755,08/11/2020,2020-08-11,30 A 39 ANOS,164
754,08/11/2020,2020-08-11,20 A 29 ANOS,127
766,08/12/2020,2020-08-12,30 A 39 ANOS,613
771,08/12/2020,2020-08-12,80 A 89 ANOS,36
773,08/12/2020,2020-08-12,<1ANO,21
770,08/12/2020,2020-08-12,70 A 79 ANOS,129
769,08/12/2020,2020-08-12,60 A 69 ANOS,215
768,08/12/2020,2020-08-12,50 A 59 ANOS,329
763,08/12/2020,2020-08-12,1 A 9 ANOS,109
764,08/12/2020,2020-08-12,10 A 19 ANOS,208
767,08/12/2020,2020-08-12,40 A 49 ANOS,443
765,08/12/2020,2020-08-12,20 A 29 ANOS,580
772,08/12/2020,2020-08-12,90 OU MAIS,8
1212,13/08/2020,2020-08-13,20 A 29 ANOS,529
1211,13/08/2020,2020-08-13,10 A 19 ANOS,127
1218,13/08/2020,2020-08-13,80 A 89 ANOS,54
1210,13/08/2020,2020-08-13,1 A 9 ANOS,60
1217,13/08/2020,2020-08-13,70 A 79 ANOS,116
1216,13/08/2020,2020-08-13,60 A 69 ANOS,208
1215,13/08/2020,2020-08-13,50 A 59 ANOS,339
1214,13/08/2020,2020-08-13,40 A 49 ANOS,513
1213,13/08/2020,2020-08-13,30 A 39 ANOS,642
1219,13/08/2020,2020-08-13,90 OU MAIS,20
1220,13/08/2020,2020-08-13,<1ANO,9
1316,14/08/2020,2020-08-14,50 A 59 ANOS,351
1317,14/08/2020,2020-08-14,60 A 69 ANOS,214
1311,14/08/2020,2020-08-14,1 A 9 ANOS,66
1313,14/08/2020,2020-08-14,20 A 29 ANOS,445
1314,14/08/2020,2020-08-14,30 A 39 ANOS,635
1315,14/08/2020,2020-08-14,40 A 49 ANOS,475
1321,14/08/2020,2020-08-14,<1ANO,12
1320,14/08/2020,2020-08-14,90 OU MAIS,22
1319,14/08/2020,2020-08-14,80 A 89 ANOS,72
1312,14/08/2020,2020-08-14,10 A 19 ANOS,116
1318,14/08/2020,2020-08-14,70 A 79 ANOS,119
1412,15/08/2020,2020-08-15,20 A 29 ANOS,232
1418,15/08/2020,2020-08-15,80 A 89 ANOS,49
1417,15/08/2020,2020-08-15,70 A 79 ANOS,70
1416,15/08/2020,2020-08-15,60 A 69 ANOS,119
1415,15/08/2020,2020-08-15,50 A 59 ANOS,171
1414,15/08/2020,2020-08-15,40 A 49 ANOS,252
1413,15/08/2020,2020-08-15,30 A 39 ANOS,275
1411,15/08/2020,2020-08-15,10 A 19 ANOS,62
1410,15/08/2020,2020-08-15,1 A 9 ANOS,30
1420,15/08/2020,2020-08-15,<1ANO,8
1419,15/08/2020,2020-08-15,90 OU MAIS,14
1511,16/08/2020,2020-08-16,10 A 19 ANOS,12
1514,16/08/2020,2020-08-16,40 A 49 ANOS,112
1512,16/08/2020,2020-08-16,20 A 29 ANOS,77
1510,16/08/2020,2020-08-16,1 A 9 ANOS,8
1520,16/08/2020,2020-08-16,<1ANO,4
1519,16/08/2020,2020-08-16,90 OU MAIS,2
1518,16/08/2020,2020-08-16,80 A 89 ANOS,20
1517,16/08/2020,2020-08-16,70 A 79 ANOS,25
1516,16/08/2020,2020-08-16,60 A 69 ANOS,66
1515,16/08/2020,2020-08-16,50 A 59 ANOS,73
1513,16/08/2020,2020-08-16,30 A 39 ANOS,108
1615,17/08/2020,2020-08-17,30 A 39 ANOS,655
1617,17/08/2020,2020-08-17,50 A 59 ANOS,362
1618,17/08/2020,2020-08-17,60 A 69 ANOS,224
1619,17/08/2020,2020-08-17,70 A 79 ANOS,127
1616,17/08/2020,2020-08-17,40 A 49 ANOS,562
1621,17/08/2020,2020-08-17,90 OU MAIS,18
1622,17/08/2020,2020-08-17,<1ANO,14
1614,17/08/2020,2020-08-17,20 A 29 ANOS,484
1620,17/08/2020,2020-08-17,80 A 89 ANOS,53
1613,17/08/2020,2020-08-17,10 A 19 ANOS,126
1612,17/08/2020,2020-08-17,1 A 9 ANOS,85
1726,18/08/2020,2020-08-18,<1ANO,5
1725,18/08/2020,2020-08-18,90 OU MAIS,12
1716,18/08/2020,2020-08-18,1 A 9 ANOS,60
1717,18/08/2020,2020-08-18,10 A 19 ANOS,126
1719,18/08/2020,2020-08-18,30 A 39 ANOS,593
1720,18/08/2020,2020-08-18,40 A 49 ANOS,480
1718,18/08/2020,2020-08-18,20 A 29 ANOS,406
1722,18/08/2020,2020-08-18,60 A 69 ANOS,205
1723,18/08/2020,2020-08-18,70 A 79 ANOS,103
1724,18/08/2020,2020-08-18,80 A 89 ANOS,52
1721,18/08/2020,2020-08-18,50 A 59 ANOS,369
1826,19/08/2020,2020-08-19,80 A 89 ANOS,61
1821,19/08/2020,2020-08-19,30 A 39 ANOS,585
1825,19/08/2020,2020-08-19,70 A 79 ANOS,110
1824,19/08/2020,2020-08-19,60 A 69 ANOS,201
1823,19/08/2020,2020-08-19,50 A 59 ANOS,343
1822,19/08/2020,2020-08-19,40 A 49 ANOS,512
1827,19/08/2020,2020-08-19,90 OU MAIS,15
1820,19/08/2020,2020-08-19,20 A 29 ANOS,465
1818,19/08/2020,2020-08-19,1 A 9 ANOS,64
1819,19/08/2020,2020-08-19,10 A 19 ANOS,128
1828,19/08/2020,2020-08-19,<1ANO,17
1928,20/08/2020,2020-08-20,80 A 89 ANOS,56
1929,20/08/2020,2020-08-20,90 OU MAIS,9
1930,20/08/2020,2020-08-20,<1ANO,3
1926,20/08/2020,2020-08-20,60 A 69 ANOS,173
1925,20/08/2020,2020-08-20,50 A 59 ANOS,250
1923,20/08/2020,2020-08-20,30 A 39 ANOS,471
1920,20/08/2020,2020-08-20,1 A 9 ANOS,36
1921,20/08/2020,2020-08-20,10 A 19 ANOS,80
1922,20/08/2020,2020-08-20,20 A 29 ANOS,353
1927,20/08/2020,2020-08-20,70 A 79 ANOS,109
1924,20/08/2020,2020-08-20,40 A 49 ANOS,403
2032,21/08/2020,2020-08-21,<1ANO,10
2030,21/08/2020,2020-08-21,80 A 89 ANOS,70
2024,21/08/2020,2020-08-21,20 A 29 ANOS,496
2025,21/08/2020,2020-08-21,30 A 39 ANOS,688
2026,21/08/2020,2020-08-21,40 A 49 ANOS,537
2029,21/08/2020,2020-08-21,70 A 79 ANOS,132
2031,21/08/2020,2020-08-21,90 OU MAIS,15
2027,21/08/2020,2020-08-21,50 A 59 ANOS,413
2028,21/08/2020,2020-08-21,60 A 69 ANOS,235
2023,21/08/2020,2020-08-21,10 A 19 ANOS,124
2022,21/08/2020,2020-08-21,1 A 9 ANOS,74
2130,22/08/2020,2020-08-22,70 A 79 ANOS,79
2133,22/08/2020,2020-08-22,<1ANO,7
2129,22/08/2020,2020-08-22,60 A 69 ANOS,116
2128,22/08/2020,2020-08-22,50 A 59 ANOS,166
2127,22/08/2020,2020-08-22,40 A 49 ANOS,231
2126,22/08/2020,2020-08-22,30 A 39 ANOS,298
2125,22/08/2020,2020-08-22,20 A 29 ANOS,218
2124,22/08/2020,2020-08-22,10 A 19 ANOS,49
2123,22/08/2020,2020-08-22,1 A 9 ANOS,17
2131,22/08/2020,2020-08-22,80 A 89 ANOS,39
2132,22/08/2020,2020-08-22,90 OU MAIS,18
2233,23/08/2020,2020-08-23,50 A 59 ANOS,102
2237,23/08/2020,2020-08-23,90 OU MAIS,6
2236,23/08/2020,2020-08-23,80 A 89 ANOS,28
2235,23/08/2020,2020-08-23,70 A 79 ANOS,45
2234,23/08/2020,2020-08-23,60 A 69 ANOS,73
2232,23/08/2020,2020-08-23,40 A 49 ANOS,153
2230,23/08/2020,2020-08-23,20 A 29 ANOS,130
2229,23/08/2020,2020-08-23,10 A 19 ANOS,25
2228,23/08/2020,2020-08-23,1 A 9 ANOS,26
2238,23/08/2020,2020-08-23,<1ANO,5
2231,23/08/2020,2020-08-23,30 A 39 ANOS,217
2336,24/08/2020,2020-08-24,50 A 59 ANOS,404
2332,24/08/2020,2020-08-24,10 A 19 ANOS,128
2333,24/08/2020,2020-08-24,20 A 29 ANOS,529
2334,24/08/2020,2020-08-24,30 A 39 ANOS,662
2335,24/08/2020,2020-08-24,40 A 49 ANOS,514
2337,24/08/2020,2020-08-24,60 A 69 ANOS,225
2338,24/08/2020,2020-08-24,70 A 79 ANOS,119
2339,24/08/2020,2020-08-24,80 A 89 ANOS,60
2340,24/08/2020,2020-08-24,90 OU MAIS,16
2341,24/08/2020,2020-08-24,<1ANO,7
2331,24/08/2020,2020-08-24,1 A 9 ANOS,84
2445,25/08/2020,2020-08-25,<1ANO,9
2444,25/08/2020,2020-08-25,90 OU MAIS,13
2443,25/08/2020,2020-08-25,80 A 89 ANOS,60
2442,25/08/2020,2020-08-25,70 A 79 ANOS,121
2441,25/08/2020,2020-08-25,60 A 69 ANOS,217
2436,25/08/2020,2020-08-25,10 A 19 ANOS,116
2439,25/08/2020,2020-08-25,40 A 49 ANOS,469
2438,25/08/2020,2020-08-25,30 A 39 ANOS,590
2437,25/08/2020,2020-08-25,20 A 29 ANOS,399
2435,25/08/2020,2020-08-25,1 A 9 ANOS,62
2440,25/08/2020,2020-08-25,50 A 59 ANOS,363
2534,26/08/2020,2020-08-26,10 A 19 ANOS,123
2533,26/08/2020,2020-08-26,1 A 9 ANOS,76
2539,26/08/2020,2020-08-26,60 A 69 ANOS,220
2535,26/08/2020,2020-08-26,20 A 29 ANOS,464
2536,26/08/2020,2020-08-26,30 A 39 ANOS,573
2537,26/08/2020,2020-08-26,40 A 49 ANOS,477
2540,26/08/2020,2020-08-26,70 A 79 ANOS,132
2541,26/08/2020,2020-08-26,80 A 89 ANOS,72
2542,26/08/2020,2020-08-26,90 OU MAIS,13
2543,26/08/2020,2020-08-26,<1ANO,6
2538,26/08/2020,2020-08-26,50 A 59 ANOS,366
2639,27/08/2020,2020-08-27,10 A 19 ANOS,117
2638,27/08/2020,2020-08-27,1 A 9 ANOS,74
2642,27/08/2020,2020-08-27,40 A 49 ANOS,490
2643,27/08/2020,2020-08-27,50 A 59 ANOS,354
2644,27/08/2020,2020-08-27,60 A 69 ANOS,230
2645,27/08/2020,2020-08-27,70 A 79 ANOS,133
2646,27/08/2020,2020-08-27,80 A 89 ANOS,82
2640,27/08/2020,2020-08-27,20 A 29 ANOS,393
2641,27/08/2020,2020-08-27,30 A 39 ANOS,573
2647,27/08/2020,2020-08-27,90 OU MAIS,15
2648,27/08/2020,2020-08-27,<1ANO,8
2741,28/08/2020,2020-08-28,10 A 19 ANOS,115
2740,28/08/2020,2020-08-28,1 A 9 ANOS,432
2750,28/08/2020,2020-08-28,<1ANO,11
2746,28/08/2020,2020-08-28,60 A 69 ANOS,207
2747,28/08/2020,2020-08-28,70 A 79 ANOS,108
2749,28/08/2020,2020-08-28,90 OU MAIS,18
2748,28/08/2020,2020-08-28,80 A 89 ANOS,43
2743,28/08/2020,2020-08-28,30 A 39 ANOS,461
2744,28/08/2020,2020-08-28,40 A 49 ANOS,372
2745,28/08/2020,2020-08-28,50 A 59 ANOS,295
2742,28/08/2020,2020-08-28,20 A 29 ANOS,353
2839,29/08/2020,2020-08-29,50 A 59 ANOS,106
2842,29/08/2020,2020-08-29,80 A 89 ANOS,39
2834,29/08/2020,2020-08-29,1 A 9 ANOS,419
2843,29/08/2020,2020-08-29,90 OU MAIS,6
2844,29/08/2020,2020-08-29,<1ANO,1
2838,29/08/2020,2020-08-29,40 A 49 ANOS,151
2837,29/08/2020,2020-08-29,30 A 39 ANOS,205
2836,29/08/2020,2020-08-29,20 A 29 ANOS,133
2835,29/08/2020,2020-08-29,10 A 19 ANOS,39
2841,29/08/2020,2020-08-29,70 A 79 ANOS,53
2840,29/08/2020,2020-08-29,60 A 69 ANOS,94
2935,30/08/2020,2020-08-30,70 A 79 ANOS,46
2937,30/08/2020,2020-08-30,90 OU MAIS,6
2932,30/08/2020,2020-08-30,40 A 49 ANOS,92
2938,30/08/2020,2020-08-30,<1ANO,1
2931,30/08/2020,2020-08-30,30 A 39 ANOS,99
2930,30/08/2020,2020-08-30,20 A 29 ANOS,71
2929,30/08/2020,2020-08-30,10 A 19 ANOS,12
2928,30/08/2020,2020-08-30,1 A 9 ANOS,121
2934,30/08/2020,2020-08-30,60 A 69 ANOS,66
2933,30/08/2020,2020-08-30,50 A 59 ANOS,82
2936,30/08/2020,2020-08-30,80 A 89 ANOS,17
3009,31/08/2020,2020-08-31,70 A 79 ANOS,105
3008,31/08/2020,2020-08-31,60 A 69 ANOS,222
3007,31/08/2020,2020-08-31,50 A 59 ANOS,354
3010,31/08/2020,2020-08-31,80 A 89 ANOS,46
3005,31/08/2020,2020-08-31,30 A 39 ANOS,543
3004,31/08/2020,2020-08-31,20 A 29 ANOS,423
3002,31/08/2020,2020-08-31,1 A 9 ANOS,274
3012,31/08/2020,2020-08-31,<1ANO,12
3011,31/08/2020,2020-08-31,90 OU MAIS,15
3006,31/08/2020,2020-08-31,40 A 49 ANOS,459
3003,31/08/2020,2020-08-31,10 A 19 ANOS,135
774,09/03/2020,2020-09-03,30 A 39 ANOS,1
776,09/04/2020,2020-09-04,20 A 29 ANOS,12
777,09/04/2020,2020-09-04,30 A 39 ANOS,20
778,09/04/2020,2020-09-04,40 A 49 ANOS,18
779,09/04/2020,2020-09-04,50 A 59 ANOS,9
780,09/04/2020,2020-09-04,60 A 69 ANOS,10
781,09/04/2020,2020-09-04,70 A 79 ANOS,7
782,09/04/2020,2020-09-04,80 A 89 ANOS,1
783,09/04/2020,2020-09-04,<1ANO,1
775,09/04/2020,2020-09-04,10 A 19 ANOS,2
793,09/05/2020,2020-09-05,90 OU MAIS,1
792,09/05/2020,2020-09-05,80 A 89 ANOS,1
791,09/05/2020,2020-09-05,70 A 79 ANOS,8
790,09/05/2020,2020-09-05,60 A 69 ANOS,15
789,09/05/2020,2020-09-05,50 A 59 ANOS,23
784,09/05/2020,2020-09-05,1 A 9 ANOS,6
787,09/05/2020,2020-09-05,30 A 39 ANOS,27
786,09/05/2020,2020-09-05,20 A 29 ANOS,18
785,09/05/2020,2020-09-05,10 A 19 ANOS,3
788,09/05/2020,2020-09-05,40 A 49 ANOS,29
794,09/05/2020,2020-09-05,<1ANO,1
799,09/06/2020,2020-09-06,40 A 49 ANOS,357
798,09/06/2020,2020-09-06,30 A 39 ANOS,456
801,09/06/2020,2020-09-06,60 A 69 ANOS,102
795,09/06/2020,2020-09-06,1 A 9 ANOS,49
796,09/06/2020,2020-09-06,10 A 19 ANOS,62
800,09/06/2020,2020-09-06,50 A 59 ANOS,245
804,09/06/2020,2020-09-06,90 OU MAIS,10
805,09/06/2020,2020-09-06,<1ANO,9
802,09/06/2020,2020-09-06,70 A 79 ANOS,61
803,09/06/2020,2020-09-06,80 A 89 ANOS,51
797,09/06/2020,2020-09-06,20 A 29 ANOS,287
809,09/07/2020,2020-09-07,30 A 39 ANOS,638
